id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
24646,49.0,,single,secondary,,no,,yes,no,unknown,30,may,130,1.0,-1,0.0,unknown,no
24647,43.0,management,single,tertiary,Lisboa,no,1077.0,no,y,telephone,28,aug,48,3.0,-1,0.0,unknown,no
24648,30.0,blue-collar,married,primary,,no,1023.0,yes,n,unknown,21,may,168,3.0,-1,0.0,unknown,no
24649,51.0,blue-collar,married,primary,Porto,no,48.0,no,yes,unknown,17,jun,130,1.0,-1,0.0,unknown,no
24650,59.0,technician,married,secondary,Coimbra,no,2528.0,no,yes,unknown,19,jun,216,1.0,-1,0.0,unknown,no
24651,46.0,services,married,secondary,,no,9.0,no,no,unknown,16,may,297,4.0,-1,0.0,unknown,no
24652,35.0,technician,single,tertiary,Porto,no,3552.0,no,no,cellular,21,nov,267,1.0,-1,0.0,unknown,no
24653,32.0,management,single,tertiary,Braga,no,10281.0,no,no,cellular,22,apr,400,1.0,-1,0.0,unknown,yes
24654,38.0,technician,single,tertiary,Lisboa,no,0.0,no,yes,cellular,11,jul,260,2.0,-1,0.0,unknown,no
24655,31.0,,single,secondary,,no,658.0,no,no,cellular,22,may,100,1.0,-1,0.0,unknown,no
24656,41.0,admin.,married,secondary,Porto,no,488.0,no,yes,telephone,11,jul,178,2.0,-1,0.0,unknown,no
24657,40.0,technician,married,secondary,,no,782.0,yes,n,unknown,14,may,224,2.0,-1,0.0,unknown,no
24658,32.0,blue-collar,married,secondary,,no,889.0,yes,n,cellular,10,sep,185,1.0,99,5.0,success,yes
24659,41.0,management,married,tertiary,Lisboa,no,15.0,no,n,unknown,20,jun,13,5.0,-1,0.0,unknown,no
24660,43.0,retired,married,secondary,,no,860.0,no,n,telephone,30,oct,132,1.0,-1,0.0,unknown,yes
24661,58.0,unknown,single,secondary,,no,311.0,no,no,unknown,6,jun,248,2.0,-1,0.0,unknown,no
24662,34.0,technician,single,tertiary,Porto,no,,yes,no,cellular,13,may,620,3.0,-1,0.0,unknown,yes
24663,56.0,technician,divorced,secondary,Lisboa,no,397.0,yes,no,,8,may,185,7.0,-1,0.0,unknown,no
24664,38.0,blue-collar,married,secondary,,no,526.0,yes,y,unknown,23,may,553,2.0,-1,0.0,unknown,no
24665,34.0,blue-collar,married,secondary,Porto,no,649.0,yes,no,cellular,6,may,224,1.0,363,1.0,other,no
24666,55.0,technician,divorced,tertiary,Coimbra,no,0.0,no,no,cellular,17,nov,134,2.0,91,1.0,success,yes
24667,57.0,management,divorced,tertiary,Faro,no,429.0,yes,no,cellular,17,jul,245,1.0,-1,0.0,unknown,no
24668,32.0,administrator,married,secondary,,no,51.0,yes,yes,cellular,7,jul,297,,-1,0.0,unknown,yes
24669,33.0,self-employed,married,secondary,,no,215.0,yes,no,cellular,29,jul,543,12.0,-1,0.0,unknown,no
24670,59.0,retired,married,primary,,no,21.0,no,no,telephone,8,jul,127,3.0,-1,0.0,unknown,no
24671,47.0,technician,divorced,tertiary,,no,8.0,no,n,cellular,29,aug,62,2.0,-1,0.0,unknown,no
24672,47.0,blue-collar,married,primary,,no,469.0,no,n,telephone,22,aug,208,6.0,-1,0.0,unknown,no
24673,30.0,blue-collar,married,secondary,Lisboa,no,,yes,no,cellular,8,may,129,2.0,359,4.0,failure,no
24674,50.0,management,married,tertiary,,no,112.0,yes,no,cellular,4,nov,70,5.0,85,5.0,other,no
24675,55.0,services,married,unknown,,no,-45.0,yes,n,unknown,16,may,764,7.0,-1,0.0,unknown,no
24676,57.0,retired,single,tertiary,,no,2528.0,yes,y,,30,may,724,1.0,-1,0.0,unknown,no
24677,59.0,management,married,tertiary,,no,0.0,no,no,cellular,27,aug,87,,-1,0.0,unknown,no
24678,42.0,management,single,tertiary,Lisboa,no,196.0,yes,no,unknown,12,may,325,3.0,-1,0.0,unknown,no
24679,40.0,management,single,tertiary,Lisboa,no,3797.0,no,n,cellular,14,dec,263,1.0,195,2.0,failure,no
24680,36.0,technician,married,secondary,Coimbra,no,2474.0,yes,n,cellular,12,aug,107,1.0,-1,0.0,unknown,no
24681,,technician,single,secondary,Lisboa,no,1855.0,yes,no,unknown,7,may,138,1.0,-1,0.0,unknown,no
24682,43.0,technician,married,primary,Amadora,no,2309.0,yes,no,cellular,22,jul,578,1.0,-1,0.0,unknown,no
24683,35.0,administrator,married,secondary,,no,2.0,yes,no,cellular,18,mar,194,1.0,-1,0.0,unknown,yes
24684,,management,married,tertiary,,no,744.0,no,no,unknown,6,may,157,1.0,-1,0.0,unknown,no
24685,29.0,self-employed,single,tertiary,,no,476.0,yes,n,cellular,18,may,427,1.0,-1,0.0,unknown,yes
24686,29.0,blue-collar,single,secondary,Braga,no,244.0,yes,no,cellular,15,may,19,2.0,-1,0.0,unknown,no
24687,50.0,blue-collar,married,primary,Lisboa,no,419.0,yes,no,unknown,13,may,116,4.0,-1,0.0,unknown,no
24688,31.0,technician,single,secondary,Lisboa,no,-423.0,yes,n,cellular,8,may,103,6.0,-1,0.0,unknown,no
24689,47.0,admin.,married,secondary,Braga,no,1265.0,yes,y,cellular,20,apr,250,2.0,-1,0.0,unknown,no
24690,29.0,entrepreneur,divorced,tertiary,,no,444.0,no,no,cellular,24,jul,54,2.0,-1,0.0,unknown,no
24691,42.0,self-employed,married,secondary,Lisboa,no,95.0,no,no,cellular,19,aug,119,6.0,-1,0.0,unknown,no
24692,60.0,administrator,married,secondary,Porto,no,290.0,yes,no,unknown,5,may,583,1.0,-1,0.0,unknown,no
24693,32.0,technician,single,secondary,Porto,no,34.0,no,n,cellular,22,aug,210,2.0,-1,0.0,unknown,no
24694,34.0,services,single,secondary,Lisboa,no,183.0,yes,n,cellular,14,may,259,4.0,-1,0.0,unknown,no
24695,26.0,blue-collar,single,primary,,no,941.0,no,n,cellular,29,jan,1165,1.0,-1,0.0,unknown,yes
24696,42.0,blue-collar,married,secondary,Porto,no,-628.0,yes,yes,unknown,15,may,251,1.0,-1,0.0,unknown,no
24697,42.0,self-employed,married,secondary,Lisboa,no,240.0,yes,no,cellular,4,feb,183,1.0,189,16.0,other,no
24698,28.0,blue-collar,single,secondary,,no,2806.0,no,no,cellular,13,oct,285,1.0,120,1.0,other,no
24699,35.0,management,married,secondary,Lisboa,no,616.0,no,yes,cellular,7,aug,92,2.0,-1,0.0,unknown,no
24700,30.0,management,married,tertiary,,no,0.0,no,no,cellular,14,aug,95,2.0,-1,0.0,unknown,no
24701,58.0,blue-collar,married,unknown,Lisboa,no,1496.0,no,n,telephone,31,jul,114,6.0,-1,0.0,unknown,no
24702,31.0,self-employed,single,tertiary,Lisboa,no,84.0,no,n,cellular,6,aug,157,4.0,-1,0.0,unknown,no
24703,51.0,services,married,secondary,,no,657.0,no,n,cellular,3,apr,66,2.0,-1,0.0,unknown,no
24704,32.0,student,single,secondary,,no,14.0,no,no,cellular,19,aug,144,3.0,136,1.0,other,no
24705,34.0,technician,single,tertiary,Amadora,no,370.0,no,no,cellular,11,aug,116,2.0,-1,0.0,unknown,no
24706,51.0,blue-collar,married,primary,Lisboa,no,1491.0,yes,n,unknown,29,may,206,3.0,-1,0.0,unknown,no
24707,69.0,retired,married,tertiary,,no,473.0,no,n,cellular,7,jul,112,1.0,78,1.0,failure,no
24708,33.0,technician,married,secondary,Porto,no,430.0,no,no,cellular,25,aug,250,2.0,-1,0.0,unknown,no
24709,53.0,blue-collar,married,secondary,,no,-711.0,yes,no,unknown,2,jun,198,1.0,-1,0.0,unknown,no
24710,62.0,housemaid,married,tertiary,Lisboa,no,1528.0,no,no,cellular,15,oct,134,2.0,184,1.0,success,yes
24711,29.0,services,single,secondary,,no,0.0,no,no,unknown,1,jul,12,1.0,514,3.0,failure,no
24712,40.0,blue-collar,married,secondary,Porto,no,188.0,yes,yes,unknown,20,jun,570,2.0,-1,0.0,unknown,yes
24713,37.0,management,married,unknown,Lisboa,yes,62.0,yes,no,,31,jul,85,4.0,-1,0.0,unknown,no
24714,57.0,admin.,single,secondary,Lisboa,no,738.0,no,no,cellular,17,nov,56,1.0,-1,0.0,unknown,no
24715,35.0,blue-collar,married,tertiary,,no,5271.0,yes,no,cellular,14,apr,119,2.0,-1,0.0,unknown,no
24716,31.0,technician,divorced,secondary,,no,-175.0,no,no,telephone,27,aug,9,15.0,-1,0.0,unknown,no
24717,37.0,blue-collar,married,secondary,,no,1731.0,yes,yes,unknown,29,may,148,4.0,-1,0.0,unknown,no
24718,28.0,management,single,secondary,Amadora,no,-513.0,no,y,cellular,29,jul,95,8.0,-1,0.0,unknown,no
24719,31.0,technician,single,tertiary,Braga,no,1887.0,no,yes,cellular,20,nov,225,2.0,183,1.0,failure,no
24720,56.0,technician,divorced,unknown,,no,1939.0,yes,no,cellular,30,jul,121,3.0,-1,0.0,unknown,no
24721,40.0,technician,married,primary,,no,644.0,yes,no,cellular,16,apr,118,2.0,336,1.0,failure,no
24722,34.0,,married,secondary,Lisboa,no,314.0,yes,yes,telephone,5,feb,114,3.0,-1,0.0,unknown,no
24723,45.0,technician,married,tertiary,Braga,no,5110.0,no,no,cellular,22,apr,341,2.0,-1,0.0,unknown,yes
24724,34.0,management,married,tertiary,Lisboa,no,336.0,yes,yes,unknown,8,may,84,,-1,0.0,unknown,no
24725,50.0,housemaid,married,tertiary,,no,1005.0,no,no,cellular,17,jul,188,3.0,-1,0.0,unknown,no
24726,38.0,blue-collar,married,secondary,Porto,no,20.0,yes,n,unknown,6,may,402,1.0,-1,0.0,unknown,no
24727,33.0,entrepreneur,married,tertiary,,no,0.0,yes,yes,cellular,18,nov,114,1.0,-1,0.0,unknown,no
24728,38.0,unemployed,married,tertiary,Lisboa,no,1449.0,no,n,unknown,26,may,535,6.0,-1,0.0,unknown,no
24729,49.0,blue-collar,married,primary,Lisboa,no,239.0,no,no,cellular,22,aug,90,3.0,-1,0.0,unknown,no
24730,,administrator,married,tertiary,Lisboa,no,882.0,no,n,cellular,13,aug,135,1.0,113,5.0,success,no
24731,30.0,unemployed,married,secondary,,yes,19.0,no,no,cellular,19,nov,186,5.0,-1,0.0,unknown,no
24732,26.0,student,single,secondary,Lisboa,no,2469.0,no,no,cellular,2,feb,406,,-1,0.0,unknown,no
24733,49.0,admin.,divorced,secondary,Porto,yes,2405.0,yes,n,cellular,23,jul,-1,8.0,-1,0.0,unknown,no
24734,30.0,management,married,secondary,,no,-559.0,yes,yes,cellular,21,nov,531,1.0,184,1.0,failure,no
24735,26.0,services,single,primary,Porto,no,,yes,yes,cellular,28,jul,333,4.0,-1,0.0,unknown,no
24736,44.0,services,married,secondary,Lisboa,no,182.0,yes,yes,cellular,7,jul,209,4.0,-1,0.0,unknown,no
24737,41.0,technician,single,tertiary,,no,1646.0,yes,n,cellular,5,aug,172,3.0,92,8.0,success,yes
24738,52.0,self-employed,married,secondary,,no,1066.0,yes,n,unknown,16,may,65,3.0,-1,0.0,unknown,no
24739,57.0,retired,divorced,secondary,Amadora,no,-331.0,yes,no,,6,may,531,1.0,-1,0.0,unknown,no
24740,49.0,entrepreneur,married,secondary,,no,1160.0,yes,no,unknown,14,may,153,1.0,-1,0.0,unknown,no
24741,28.0,student,married,secondary,Lisboa,no,0.0,no,no,unknown,25,may,201,1.0,-1,,unknown,no
24742,43.0,blue-collar,married,primary,,no,50.0,no,no,unknown,28,may,90,8.0,-1,0.0,unknown,no
24743,42.0,services,married,secondary,,no,120.0,yes,no,cellular,17,apr,179,1.0,-1,0.0,unknown,no
24744,32.0,blue-collar,single,primary,,no,1918.0,yes,no,cellular,8,may,318,1.0,172,1.0,failure,no
24745,36.0,services,married,secondary,,no,0.0,no,n,cellular,17,nov,94,1.0,-1,0.0,unknown,no
24746,39.0,blue-collar,married,secondary,Lisboa,no,1386.0,yes,yes,unknown,4,jun,193,2.0,-1,0.0,unknown,no
24747,42.0,blue-collar,married,primary,Porto,no,159.0,yes,no,telephone,12,may,295,3.0,-1,0.0,unknown,no
24748,59.0,blue-collar,married,primary,,no,3713.0,yes,yes,cellular,4,aug,170,2.0,-1,0.0,unknown,no
24749,50.0,blue-collar,divorced,secondary,Braga,no,41.0,yes,n,unknown,6,may,190,1.0,-1,0.0,unknown,no
24750,54.0,technician,single,secondary,,no,198.0,yes,yes,cellular,17,nov,120,1.0,171,2.0,failure,no
24751,33.0,management,single,tertiary,,no,71.0,no,no,cellular,22,aug,107,6.0,-1,0.0,unknown,no
24752,35.0,management,single,tertiary,,no,1045.0,yes,no,cellular,17,apr,204,5.0,-1,0.0,unknown,no
24753,,,divorced,tertiary,,no,254.0,no,no,cellular,18,aug,1576,8.0,-1,0.0,unknown,yes
24754,35.0,technician,married,secondary,Lisboa,yes,-29.0,yes,yes,unknown,21,may,208,3.0,-1,0.0,unknown,no
24755,53.0,admin.,married,secondary,,no,8892.0,yes,n,cellular,20,nov,151,1.0,-1,0.0,unknown,no
24756,44.0,technician,single,secondary,Lisboa,no,1059.0,yes,n,unknown,9,may,286,1.0,-1,0.0,unknown,no
24757,34.0,services,married,secondary,,no,,yes,n,cellular,11,may,218,4.0,285,5.0,failure,no
24758,57.0,retired,married,secondary,,no,168.0,no,no,cellular,7,aug,342,1.0,-1,0.0,unknown,yes
24759,28.0,student,single,secondary,,no,217.0,yes,n,cellular,15,may,238,2.0,372,1.0,failure,no
24760,48.0,management,married,tertiary,Lisboa,no,3419.0,yes,n,cellular,17,nov,75,1.0,-1,0.0,unknown,no
24761,36.0,blue-collar,married,secondary,,no,373.0,yes,n,unknown,13,may,94,1.0,-1,0.0,unknown,no
24762,28.0,management,single,tertiary,,no,1252.0,yes,y,cellular,8,jul,319,4.0,-1,0.0,unknown,no
24763,30.0,management,single,tertiary,,no,55.0,no,no,cellular,21,aug,132,1.0,-1,0.0,unknown,no
24764,26.0,self-employed,single,secondary,Lisboa,no,3676.0,no,no,cellular,7,apr,148,1.0,-1,0.0,unknown,yes
24765,24.0,,married,secondary,Porto,no,9.0,yes,n,unknown,27,may,292,7.0,-1,0.0,unknown,no
24766,55.0,retired,married,secondary,Amadora,no,3948.0,no,no,cellular,19,nov,-1,1.0,170,2.0,failure,no
24767,60.0,blue-collar,married,primary,Lisboa,no,1138.0,yes,no,cellular,28,aug,116,4.0,-1,0.0,unknown,no
24768,33.0,self-employed,married,secondary,,no,0.0,yes,no,cellular,31,jul,14,23.0,-1,0.0,unknown,no
24769,32.0,management,single,tertiary,,no,5276.0,no,no,cellular,21,nov,299,1.0,-1,0.0,unknown,no
24770,43.0,management,married,tertiary,Braga,no,-526.0,no,no,cellular,12,aug,603,2.0,-1,0.0,unknown,no
24771,42.0,blue-collar,married,secondary,Amadora,no,9359.0,yes,n,unknown,15,may,197,1.0,-1,0.0,unknown,no
24772,31.0,administrator,single,tertiary,Braga,no,117.0,yes,no,cellular,25,may,77,1.0,-1,0.0,unknown,no
24773,55.0,unemployed,single,primary,Lisboa,no,274.0,no,no,cellular,9,feb,7,5.0,-1,0.0,unknown,no
24774,43.0,management,married,tertiary,,no,1050.0,yes,yes,cellular,18,jul,67,11.0,-1,0.0,unknown,no
24775,53.0,housemaid,married,primary,Amadora,no,0.0,no,no,cellular,8,oct,148,1.0,-1,0.0,unknown,no
24776,25.0,technician,single,secondary,,no,,no,no,cellular,24,jul,709,1.0,-1,0.0,unknown,yes
24777,55.0,management,married,tertiary,,no,-408.0,no,n,cellular,19,aug,528,9.0,-1,0.0,unknown,no
24778,39.0,technician,married,secondary,Amadora,no,625.0,yes,no,cellular,17,apr,185,1.0,317,2.0,failure,no
24779,42.0,technician,single,tertiary,Porto,no,671.0,yes,no,unknown,16,jun,14,20.0,-1,0.0,unknown,no
24780,46.0,services,married,secondary,,no,9077.0,yes,no,cellular,17,apr,427,2.0,337,1.0,failure,no
24781,40.0,unemployed,married,primary,Porto,no,400.0,no,n,unknown,9,jun,317,1.0,-1,0.0,unknown,no
24782,43.0,blue-collar,married,primary,,no,3664.0,no,n,telephone,29,jul,274,1.0,-1,0.0,unknown,no
24783,47.0,entrepreneur,married,secondary,Lisboa,no,2192.0,yes,n,cellular,17,nov,134,1.0,-1,0.0,unknown,no
24784,,blue-collar,married,primary,Lisboa,no,4.0,no,no,unknown,20,jun,287,9.0,-1,0.0,unknown,no
24785,29.0,management,married,tertiary,,no,805.0,no,no,cellular,28,jan,70,1.0,-1,0.0,unknown,no
24786,24.0,student,single,secondary,,no,493.0,yes,no,cellular,13,may,85,4.0,358,1.0,other,no
24787,50.0,management,married,tertiary,,no,,yes,n,cellular,18,nov,283,2.0,-1,0.0,unknown,no
24788,33.0,administrator,single,tertiary,Lisboa,no,1.0,yes,no,cellular,8,may,56,1.0,-1,0.0,unknown,no
24789,44.0,blue-collar,married,primary,,no,-14.0,yes,yes,unknown,19,may,179,4.0,-1,0.0,unknown,no
24790,31.0,management,single,tertiary,,no,1017.0,no,no,cellular,2,feb,83,1.0,-1,0.0,unknown,no
24791,45.0,management,divorced,tertiary,Lisboa,no,0.0,no,n,unknown,1,jun,5,1.0,-1,0.0,unknown,no
24792,46.0,technician,married,secondary,,no,363.0,yes,n,cellular,2,feb,346,1.0,180,3.0,failure,no
24793,53.0,housemaid,married,secondary,,no,736.0,yes,no,unknown,20,may,535,,-1,0.0,unknown,no
24794,34.0,blue-collar,divorced,secondary,,no,176.0,yes,no,cellular,15,may,67,1.0,368,5.0,failure,no
24795,40.0,administrator,married,secondary,,no,3126.0,yes,no,cellular,30,dec,110,3.0,232,2.0,failure,no
24796,49.0,entrepreneur,married,tertiary,,no,18904.0,yes,no,unknown,2,jun,113,3.0,-1,0.0,unknown,no
24797,33.0,technician,single,tertiary,Lisboa,no,137.0,no,n,cellular,25,aug,88,4.0,-1,0.0,unknown,no
24798,51.0,blue-collar,married,secondary,Lisboa,no,1414.0,yes,no,unknown,15,may,241,2.0,-1,0.0,unknown,no
24799,45.0,entrepreneur,married,tertiary,Lisboa,no,219.0,yes,y,cellular,28,jul,118,4.0,-1,0.0,unknown,no
24800,25.0,services,single,secondary,,no,801.0,no,n,cellular,5,jun,255,2.0,-1,0.0,unknown,yes
24801,,management,single,tertiary,,no,230.0,yes,yes,unknown,6,may,374,1.0,-1,0.0,unknown,no
24802,35.0,entrepreneur,single,primary,,no,5.0,no,n,cellular,21,nov,140,3.0,-1,0.0,unknown,no
24803,35.0,blue-collar,single,secondary,,no,546.0,yes,no,cellular,13,may,161,2.0,-1,0.0,unknown,no
24804,26.0,services,single,tertiary,Coimbra,no,,yes,n,cellular,14,may,24,7.0,302,1.0,failure,no
24805,51.0,blue-collar,married,primary,Lisboa,no,7080.0,no,n,unknown,11,jun,26,1.0,-1,0.0,unknown,no
24806,47.0,blue-collar,married,primary,Porto,no,3440.0,no,no,cellular,28,aug,88,10.0,-1,0.0,unknown,no
24807,35.0,technician,single,tertiary,,no,7546.0,yes,no,cellular,28,dec,137,1.0,122,3.0,failure,no
24808,45.0,entrepreneur,divorced,secondary,Porto,no,44.0,no,yes,cellular,30,jan,250,2.0,2,1.0,other,no
24809,36.0,technician,single,tertiary,,no,46.0,yes,no,cellular,6,aug,459,3.0,-1,0.0,unknown,no
24810,75.0,retired,married,primary,Lisboa,no,3324.0,no,n,cellular,2,feb,149,1.0,-1,0.0,unknown,no
24811,46.0,,divorced,secondary,,no,15.0,no,n,cellular,19,nov,314,3.0,-1,0.0,unknown,no
24812,47.0,blue-collar,married,secondary,,no,292.0,no,no,cellular,10,feb,277,1.0,-1,0.0,unknown,yes
24813,42.0,management,married,tertiary,,no,255.0,no,no,cellular,4,aug,302,2.0,-1,0.0,unknown,no
24814,49.0,entrepreneur,divorced,secondary,Amadora,no,10350.0,no,yes,cellular,24,jul,346,1.0,-1,0.0,unknown,no
24815,59.0,self-employed,married,tertiary,,no,2013.0,no,n,cellular,17,nov,409,2.0,-1,0.0,unknown,yes
24816,32.0,management,married,tertiary,,no,184.0,yes,n,cellular,14,jul,238,3.0,-1,0.0,unknown,no
24817,46.0,blue-collar,single,secondary,,no,338.0,yes,no,cellular,20,apr,178,4.0,-1,0.0,unknown,no
24818,30.0,unemployed,single,primary,,no,1.0,no,n,cellular,18,nov,119,2.0,-1,0.0,unknown,no
24819,53.0,blue-collar,married,primary,,no,4143.0,no,n,cellular,15,jul,200,3.0,-1,0.0,unknown,no
24820,24.0,administrator,single,secondary,Lisboa,no,5.0,no,no,cellular,7,apr,66,1.0,330,1.0,failure,no
24821,32.0,technician,married,secondary,,no,0.0,no,no,cellular,6,aug,254,2.0,-1,0.0,unknown,no
24822,40.0,blue-collar,married,secondary,,no,1074.0,yes,no,cellular,9,apr,90,2.0,-1,0.0,unknown,no
24823,39.0,management,single,tertiary,,no,93.0,yes,y,cellular,13,may,196,2.0,331,3.0,failure,no
24824,54.0,entrepreneur,married,tertiary,,no,0.0,no,n,cellular,30,jul,250,5.0,-1,0.0,unknown,no
24825,58.0,housemaid,married,tertiary,,no,94.0,no,yes,cellular,28,jul,207,7.0,-1,0.0,unknown,no
24826,35.0,management,married,tertiary,Porto,no,5367.0,no,no,cellular,2,jun,80,1.0,92,1.0,failure,no
24827,37.0,unemployed,married,primary,,no,236.0,yes,no,cellular,4,feb,101,1.0,-1,0.0,unknown,no
24828,37.0,admin.,married,secondary,,no,,no,no,cellular,29,aug,98,10.0,-1,0.0,unknown,no
24829,32.0,services,single,secondary,,no,344.0,no,yes,cellular,21,nov,21,7.0,141,9.0,other,no
24830,38.0,management,divorced,tertiary,Porto,no,162.0,no,n,cellular,25,aug,323,4.0,-1,0.0,unknown,no
24831,24.0,blue-collar,married,secondary,,no,-389.0,yes,y,unknown,4,jun,1242,1.0,-1,0.0,unknown,yes
24832,36.0,housemaid,married,secondary,,no,419.0,yes,no,unknown,30,may,251,1.0,-1,0.0,unknown,no
24833,43.0,blue-collar,married,primary,Lisboa,no,61.0,yes,no,unknown,7,may,261,1.0,-1,0.0,unknown,no
24834,25.0,blue-collar,single,secondary,,no,2007.0,no,no,cellular,12,jan,265,2.0,-1,0.0,unknown,yes
24835,57.0,management,married,tertiary,,no,113.0,no,no,cellular,3,feb,191,2.0,-1,0.0,unknown,no
24836,29.0,admin.,single,secondary,,no,265.0,yes,n,cellular,25,nov,414,1.0,184,1.0,failure,yes
24837,54.0,administrator,married,unknown,,no,1044.0,yes,no,cellular,29,jul,597,5.0,-1,0.0,unknown,no
24838,35.0,technician,divorced,secondary,,yes,362.0,no,n,cellular,29,jan,329,2.0,240,8.0,other,no
24839,36.0,services,single,secondary,,no,,yes,no,unknown,27,may,132,8.0,-1,0.0,unknown,no
24840,41.0,administrator,married,secondary,,no,-76.0,yes,n,cellular,16,apr,263,1.0,-1,0.0,unknown,no
24841,53.0,management,married,tertiary,,no,2578.0,no,no,cellular,19,nov,299,4.0,107,2.0,failure,no
24842,52.0,administrator,married,secondary,Porto,no,118.0,no,no,cellular,25,sep,105,1.0,-1,0.0,unknown,no
24843,39.0,technician,single,secondary,Porto,no,102.0,yes,n,cellular,14,aug,272,2.0,-1,0.0,unknown,no
24844,30.0,services,single,secondary,,no,484.0,yes,n,unknown,16,may,356,2.0,-1,0.0,unknown,no
24845,34.0,technician,married,secondary,,no,-173.0,no,no,cellular,28,aug,85,2.0,-1,0.0,unknown,no
24846,58.0,entrepreneur,married,primary,Porto,no,1153.0,yes,yes,telephone,12,may,206,6.0,337,6.0,failure,no
24847,58.0,blue-collar,divorced,secondary,,no,-11.0,no,n,unknown,6,may,112,1.0,-1,0.0,unknown,no
24848,33.0,,married,tertiary,Lisboa,no,663.0,yes,no,cellular,7,apr,381,1.0,243,4.0,failure,no
24849,41.0,admin.,divorced,secondary,,no,220.0,yes,no,cellular,14,aug,142,2.0,88,2.0,failure,no
24850,45.0,management,married,secondary,,no,2897.0,no,n,,2,jul,301,2.0,88,5.0,failure,no
24851,41.0,blue-collar,married,secondary,,no,-194.0,no,yes,cellular,10,jul,307,1.0,-1,0.0,unknown,no
24852,48.0,administrator,married,secondary,,no,0.0,yes,no,cellular,17,jul,109,4.0,-1,0.0,unknown,no
24853,32.0,management,single,tertiary,Lisboa,no,26.0,no,n,cellular,10,jul,55,6.0,-1,,unknown,no
24854,51.0,services,married,unknown,,no,5801.0,yes,no,unknown,29,may,147,2.0,-1,0.0,unknown,no
24855,23.0,blue-collar,single,primary,Lisboa,no,2594.0,yes,n,unknown,13,may,193,1.0,-1,0.0,unknown,no
24856,37.0,management,single,tertiary,,no,1339.0,yes,n,cellular,13,may,96,6.0,173,4.0,other,no
24857,29.0,services,married,secondary,Lisboa,no,,yes,no,cellular,17,feb,323,1.0,-1,0.0,unknown,yes
24858,45.0,management,married,tertiary,,no,1932.0,yes,no,cellular,17,nov,146,1.0,-1,0.0,unknown,no
24859,51.0,self-employed,married,secondary,,no,44.0,yes,yes,telephone,21,jul,79,1.0,-1,0.0,unknown,no
24860,36.0,management,married,tertiary,Lisboa,no,2195.0,no,no,cellular,14,aug,377,4.0,-1,0.0,unknown,no
24861,29.0,management,married,tertiary,,no,-45.0,no,no,cellular,2,feb,180,1.0,-1,0.0,unknown,no
24862,,blue-collar,married,secondary,,no,-1002.0,yes,no,,20,jun,9,5.0,-1,0.0,unknown,no
24863,50.0,retired,married,primary,Amadora,no,420.0,no,no,unknown,5,jun,107,1.0,-1,0.0,unknown,no
24864,,administrator,married,secondary,Lisboa,no,14902.0,yes,no,unknown,20,jun,31,6.0,-1,0.0,unknown,no
24865,43.0,blue-collar,married,primary,Amadora,no,0.0,no,no,unknown,12,jun,30,1.0,-1,0.0,unknown,no
24866,40.0,technician,married,secondary,,no,1498.0,no,yes,cellular,21,aug,139,4.0,-1,0.0,unknown,no
24867,36.0,management,single,tertiary,,no,5171.0,yes,no,cellular,21,nov,174,1.0,-1,0.0,unknown,no
24868,30.0,services,single,primary,,no,,yes,no,cellular,6,may,457,1.0,358,1.0,other,no
24869,49.0,technician,married,tertiary,,no,0.0,yes,no,cellular,21,nov,218,1.0,-1,0.0,unknown,no
24870,32.0,management,married,tertiary,Braga,no,2667.0,yes,n,cellular,4,sep,171,2.0,186,2.0,failure,no
24871,30.0,management,divorced,tertiary,Lisboa,yes,-1105.0,yes,n,cellular,11,may,686,1.0,-1,0.0,unknown,no
24872,44.0,management,married,secondary,,no,488.0,no,yes,cellular,29,jan,138,2.0,183,11.0,failure,no
24873,57.0,management,married,tertiary,,no,4185.0,yes,no,telephone,25,jul,394,2.0,-1,0.0,unknown,no
24874,37.0,blue-collar,married,secondary,,no,561.0,yes,no,cellular,14,may,632,1.0,339,2.0,failure,no
24875,44.0,,single,unknown,Lisboa,no,1431.0,no,no,cellular,16,jul,199,2.0,-1,0.0,unknown,no
24876,41.0,technician,married,secondary,,no,261.0,no,yes,unknown,5,jun,222,1.0,-1,0.0,unknown,no
24877,,technician,single,secondary,,no,1307.0,yes,n,unknown,28,may,267,2.0,-1,0.0,unknown,no
24878,32.0,technician,divorced,tertiary,Porto,no,31.0,no,yes,cellular,8,jul,259,1.0,-1,0.0,unknown,no
24879,41.0,blue-collar,married,primary,,no,54.0,yes,n,cellular,10,jul,121,,-1,0.0,unknown,no
24880,56.0,admin.,married,secondary,Lisboa,no,1270.0,yes,no,cellular,17,nov,80,2.0,165,2.0,other,no
24881,48.0,admin.,divorced,secondary,Lisboa,no,1108.0,yes,no,unknown,15,may,420,1.0,-1,0.0,unknown,no
24882,44.0,admin.,married,secondary,,no,1305.0,no,no,cellular,30,jul,72,4.0,-1,0.0,unknown,no
24883,26.0,admin.,single,secondary,Porto,no,-35.0,no,y,cellular,8,jul,304,1.0,-1,0.0,unknown,no
24884,48.0,management,divorced,primary,,no,432.0,yes,no,unknown,20,may,152,2.0,-1,0.0,unknown,no
24885,75.0,retired,married,primary,Lisboa,no,1765.0,no,no,telephone,11,mar,282,2.0,181,2.0,success,no
